ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
123996883|BP Service Station|10540737|334860|388595|1|38137835|osgb1000034931543|7|23604077|2|19.4|Great Sefton Street Services|Toxteth|Liverpool|Merseyside|L8 6UD|Liverpool District|01517080996|www.bp.com|BP|||118 Information|2022-03-01
123995908|M N R|02050078|333986|390173|1|10091891928|osgb1000034887057|6|23602933|1|33.3|Port of Liverpool Building|Pier Head|Liverpool|Merseyside|L3 1BY|Liverpool District|01512366200|www.mnrltd.com||||118 Information|2022-03-01
123137686|P C S|06350448|335085.1|390847.3|1|10091963619|osgb1000034984482|6|23602476|1|23.4|Jack Jones House 1|Islington|Liverpool|Merseyside|L3 8EG|Liverpool District|01512983900|www.pcs.org.uk|P C S|||118 Information|2022-03-01
124002001|University of Liverpool|05310381|335845.6|390772.4|1|38213627|osgb1000034984109|8|23601261|1|83.1|The Duncan Building|Daulby Street|Liverpool|Merseyside|L69 3GA|Liverpool District|01517064017|||||118 Information|2022-03-01
124003138|C E G|02070107|334249|390748|1|10091981820|osgb1000034933284|8|23604506|1|26.7|Exchange Station|Tithebarn Street|Liverpool|Merseyside|L2 2QP|Liverpool District|01515593830|||||118 Information|2022-03-01
123146396|Royal Mail|02150222|338302|389199|1|38162122|osgb1000035156160|3|23604769|1|25.1|South Eastern Delivery Office|Wellington Road|Wavertree, Liverpool|Merseyside|L15 5AA|Liverpool District|03457740740|www.royalmail.com|Royal Mail|||118 Information|2022-03-01
111232799|Marco Pierre Whites Steakhouse|01020043|334066.4|390572.9|1|38291056|osgb1000000242061507|7|23600915|1|9.1|Hotel Indigo|10 Chapel Street|Liverpool|Merseyside|L3 9AG|Liverpool District|01515590555||Marco Pierre White|Restaurant Type|Restaurant|118 Information|2022-03-01
111230291|Clintons|09480717|334468.4|390118|1|38269206|osgb1000002733067844|7|23603464|3|72.6|23|South John Street|Liverpool|Merseyside|L1 8BU|Liverpool District|01517092964|www.clintoncards.co.uk|Clintons|||118 Information|2022-03-01
111230808|The Epstein Theatre Administration Ltd|04250315|334793|390186|1|38199968|osgb1000034933504|5|23602159|1|21.8|Hanover House 85|Hanover Street|Liverpool|Merseyside|L1 3DZ|Liverpool District|01517094044|www.epsteinliverpool.co.uk||||118 Information|2022-03-01
111210249|The Excelsior Pub|01020034|334616|390757|1|38040430|osgb1000034932786|3|23601232|1|19.6|121-123|Dale Street|Liverpool|Merseyside|L2 2JH|Liverpool District|01513529544|||||118 Information|2022-03-01
111213487|The Beauty Room|02100156|338791|389543|1|38076200|osgb1000035153147|4|23602317|1|11.8|3a|High Street|Wavertree, Liverpool|Merseyside|L15 8HE|Liverpool District|01515386553|||||118 Information|2022-03-01
111212689|Archiphonic|02040063|334997|390001|1|38252658|osgb1000034932175|14|23604162|1|7.1|Unit 256 5-9|Slater Street|Liverpool|Merseyside|L1 4BW|Liverpool District|01513457600|www.archiphonic.co.uk||||118 Information|2022-03-01
111213617|UK Linguistic Services|02040070|335057|389963|1|38296233|osgb1000034982613|5|23604928|1|16.2|Unit 301 The Tea Factory 80|Wood Street|Liverpool|Merseyside|L1 4DQ|Liverpool District|08002425125|www.uklinguisticservices.co.uk||||118 Information|2022-03-01
111209999|Heron Foods|09470667|337024|387245|1|38002465|osgb1000035086102|2|23600063|1|27.3|180-182|Aigburth Road|Liverpool|Merseyside|L17 9PE|Liverpool District|08456107567|www.heronfoods.com|Heron Foods|||118 Information|2022-03-01
111214234|The Liverpool Inn|01010006|335114|390220|1|38107565|osgb5000005197684596|2|23603200|1|22.3|4-8|Mount Pleasant|Liverpool|Merseyside|L3 5RY|Liverpool District|01517099273|www.liverpool-inn.co.uk||||118 Information|2022-03-01
118113725|Eastzeast|01020043|334266|389441|1||osgb1000002730058272|1|23611075|2|64.8|Unit 2 Keel Wharf|Kings Dock|Liverpool|Merseyside|L3 4BX|Liverpool District|01517079377|www.eastzeast.com|Eastzeast|Restaurant Type|Indian Restaurant|118 Information|2022-03-01
118115118|Medjool Bistro|01020043|337289|387674|1|38088219|osgb1000035085144|2|23602651|1|9.8|82|Lark Lane|Liverpool|Merseyside|L17 8UU|Liverpool District|01513789145|||Restaurant Type|Mediterranean Restaurant|118 Information|2022-03-01
118115869|Siddiki|01020018|338415|388482|1|38140387|osgb1000035151822|5|23604170|1|18.5|230a|Smithdown Road|Liverpool|Merseyside|L15 5AH|Liverpool District|01517339997|||||118 Information|2022-03-01
118115698|Sida|09470699|335186|389901|1|38019112|osgb1000034982669|5|23600577|1|16|124|Bold Street|Liverpool|Merseyside|L1 4JA|Liverpool District|01517094276|||||118 Information|2022-03-01
118112488|Viva Brazil Restaurant|01020043|334210|390385|1|38028112|osgb1000034934094|3|23600872|1|19.9|36|Castle Street|Liverpool|Merseyside|L2 0NR|Liverpool District|01512368080|www.vivabrazilrestaurants.com|Viva Brazil|Restaurant Type|Restaurant|118 Information|2022-03-01
118115773|Tesco Express|09470699|339052.3|389448.2|1|38297164|osgb5000005105363252|1|23602317|1|18.1|Prince Alfred Road Wavertree Liverpool|Wavertree|Liverpool|Merseyside|L15 8HQ|Liverpool District|03456106342|www.tesco.com|Tesco Express|||118 Information|2022-03-01
118113016|Tesco Express|09470699|334173.8|390151|1||osgb5000005102110062|1|23604336|2|25.1|17|Strand Street|Liverpool|Merseyside|L2 7SR|Liverpool District|03456102811|www.tesco.com|Tesco Express|||118 Information|2022-03-01
118113307|Tesco Express|09470699|339386.4|386118.2|1|38289959|osgb1000035208206|2|23602374|1|15.1|97-101|Holmefield Road|Liverpool|Merseyside|L19 3PF|Liverpool District|03456102823|www.tesco.com|Tesco Express|||118 Information|2022-03-01
118111527|Tribeca|01020034|335226|389787|1|38016636|osgb1000034982381|4|23600501|1|23.1|15-19|Berry Street|Liverpool|Merseyside|L1 9DF|Liverpool District|01517336366|www.tribeca-liverpool.co.uk||||118 Information|2022-03-01
118112145|Liverpool Trading Standards Licensing & Enforcement|06330416|334541|390644|1|38040409|osgb1000034932705|7|23601232|2|34.6|Room 219 Municipal Buildings|Dale Street|Liverpool|Merseyside|L69|Liverpool District|03454040506|www.liverpool.gov.uk||||118 Information|2022-03-01
118117600|Lifehouse|06330429|334895|388075|1|38292414|osgb1000034931734|4|23605773|1|15.1|4-5 Dempster Building|Summers Road|Brunswick Business Park, Liverpool|Merseyside|L3 4BL|Liverpool District|01512967733|www.lifehouse.org||||118 Information|2022-03-01
118117816|Yourplace|01010009|338079|388720|1|38140320|osgb1000035150075|2|23604170|1|15.3|162-164|Smithdown Road|Liverpool|Merseyside|L15 3JR|Liverpool District|01517337888|www.yourplaceuk.com||||118 Information|2022-03-01
118121410|Riverside Laundry Services|02100158|334944|388019|1|38292380|osgb1000034931735|9|23605769|1|18.6|301 Century Building|Tower Street|Brunswick Business Park, Liverpool|Merseyside|L3 4BJ|Liverpool District|01513454761|www.riversidelaundryservices.com||||118 Information|2022-03-01
118118494|Eds Easy Diner Group Ltd|01020043|334458|390259|1|38094783|osgb1000034934038|5|23602812|1|30.3|52|Lord Street|Liverpool|Merseyside|L2 1TD|Liverpool District|01517092228|www.edseasydiner.com||Restaurant Type|American Restaurant|118 Information|2022-03-01
118116079|Tesco Express|09470699|334335|390300|1|38094760|osgb1000034934123|4|23602812|1|19.5|11|Lord Street|Liverpool|Merseyside|L2 9SA|Liverpool District|03456102841|www.tesco.com|Tesco Express|||118 Information|2022-03-01
118117688|L M Bubble Tea Ltd|07400528|334489.1|390178.4|1|38274068|osgb1000002733067844|7|23603464|3|55.1|6|Wall Street|Liverpool|Merseyside|L1 8JQ|Liverpool District|01513450365|www.mooboo.co||||118 Information|2022-03-01
118123663|A-Z Blinds & Shutters|07370476|339422|389816|1|38193513|osgb1000035216976|3|23606335|1|21.7|24|Hollins Close|Liverpool|Merseyside|L15 8AN|Liverpool District|01517224225|www.a-zblinds.co.uk||||118 Information|2022-03-01
118125084|Q Park Ltd|10540736|334255|390033|1|38251039|osgb1000002733073722|2|23604336|1|12.1|35|Strand Street|Liverpool|Merseyside|L1 8LT|Liverpool District|01132384200|www.q-park.co.uk|Q Park Ltd|||118 Information|2022-03-01
118123806|Urban Hounds|05260316|337571|386896|1|38002518|osgb1000035083764|5|23600063|1|12.9|276a|Aigburth Road|Liverpool|Merseyside|L17 9PJ|Liverpool District|01517274820|||||118 Information|2022-03-01
118123857|Philpotts Ltd|01020018|334180.7|390565.7|1||osgb1000034933113|5|23601645|3|23||Exchange Passage East|Liverpool|Merseyside|L2 3QT|Liverpool District|01512279099|www.philpotts.co.uk|Philpotts|||118 Information|2022-03-01
118127900|Meat Factory|01020043|337203|387603|1|38088233|osgb1000035085527|3|23602651|1|9.1|99-101|Lark Lane|Liverpool|Merseyside|L17 8UP|Liverpool District|01517273126|||Restaurant Type|American Restaurant|118 Information|2022-03-01
118130961|Spekeland Salvage Ltd|02120200|337290|389762|1||osgb5000005206437432|2|23604243|2|19.6|65|Spekeland Road|Liverpool|Merseyside|L7 6HY|Liverpool District|01517344478|||||118 Information|2022-03-01
118131665|Forever 21|09460656|334591|390320|1||osgb5000005115338376|1|23604833|3|19.5|1-5|Church Street|Liverpool|Merseyside|L1 1DA|Liverpool District|01517095557|www.forever21.com/UK/Product/Main.aspx?br=f21|Forever 21|||118 Information|2022-03-01
118126305|Urban Outfitters|09460656|334557.4|390086.9|1|38273149|osgb1000002733073947|3|23603464|1|16.3|41|Paradise Street|Liverpool|Merseyside|L1 3EU|Liverpool District|01517072017|www.urbanoutfitters.com/uk/index.jsp|Urban Outfitters|||118 Information|2022-03-01
118126850|Bad to the Bone|02100180|336037|387867|1|38252622|osgb1000035024257|3|23603469|1|15.3|300|Park Road|Toxteth, Liverpool|Merseyside|L8 4UE|Liverpool District|01513520239|www.badtothebonetattoo.co.uk||||118 Information|2022-03-01
118128765|Tesco Express|09470699|334421.7|390629.2|1|38298164|osgb5000005115213253|1|23601232|1|13.7|65|Dale Street|Liverpool|Merseyside|L2 2HJ|Liverpool District|03456102835|www.tesco.com|Tesco Express|||118 Information|2022-03-01
118129975|Mr Dennis Donnelly|05280330|337640|386847|1|38002536|osgb1000035083646|4|23600063|1|14.4|300a|Aigburth Road|Liverpool|Merseyside|L17 9PW|Liverpool District|07779331860|||||118 Information|2022-03-01
123126890|J C S Cleaning N W Ltd|02070100|334943|389336|1|38289583|osgb5000005100754871|1|23603958|2|20.5|54|St James Street|Liverpool|Merseyside|L1 0AB|Liverpool District|01517068142|www.jcscleaning.com||||118 Information|2022-03-01
123124893|Subway|01020018|335458.4|390669.9|1|38292038|osgb1000034984322|8|23602791|1|15.4|128|London Road|Liverpool|Merseyside|L3 5NL|Liverpool District|01517072056|www.subway.co.uk|Subway|||118 Information|2022-03-01
123125203|Subway|01020018|334935|390203|1|38209852|osgb1000041204496|5|23603704|1|37.2|9 Lyceum Place|Ranelagh Street|Liverpool|Merseyside|L1 1QE|Liverpool District|01517094514|www.subway.co.uk|Subway|||118 Information|2022-03-01
123126109|Subway|01020018|334732.4|390140.3|1||osgb1000002733007549|7|23602159|2|24.1|63|Hanover Street|Liverpool|Merseyside|L1 3DY|Liverpool District|01517080821|www.subway.co.uk|Subway|||118 Information|2022-03-01
123126951|Screwfix|09480680|336043|391045|1|38013993|osgb1000035037834|3|23600414|1|32.6|9|Trafalgar Way|Erskine Industrial Estate, Liverpool|Merseyside|L6 1NA|Liverpool District|03330112112|www.screwfix.com/jsp/container.jsp|Screwfix|||118 Information|2022-03-01
123121524|H & T Pawnbrokers|02090151|334631.9|390406.7|1||osgb1000034933820|3|23604868|3|15.9|44-46|Whitechapel|Liverpool|Merseyside|L1 6DZ|Liverpool District|01517092151|www.harveyandthompson.com|H & T|||118 Information|2022-03-01
123123805|Daytripper Liverpool Ltd|09480694|334041.9|390861.5|1|38251168|osgb5000005100338866|1|23603975|1|40.4|4|St Pauls Square|Liverpool|Merseyside|L3 9SJ|Liverpool District|07947661982|||||118 Information|2022-03-01
123118496|City Wine Bar|01020034|334036|390675|1|38297673|osgb1000034933129|3|23603375|1|11.9|City Buildings 21-23|Old Hall Street|Liverpool|Merseyside|L3 9BS|Liverpool District|01512275533|||||118 Information|2022-03-01
123121839|Bensons for Beds|07370465|335540|390688|1|38252628|osgb1000034984257|13|23603508|1|16.8|Monument Buildings 1|Monument Place|Liverpool|Merseyside|L3 8JY|Liverpool District|01517079353|www.bensonsforbeds.co.uk|Bensons for Beds|||118 Information|2022-03-01
123123444|Kiehls|09480677|334642.8|390228.2|1|38298629|osgb1000002733073956|3|23604049|3|26|4|Keys Court|Liverpool|Merseyside|L1 3FN|Liverpool District|01517072596|www.kiehls.co.uk|Kiehls|||118 Information|2022-03-01
123118919|Matalan|09460656|334691|390433|1|38273356|osgb1000034933815|4|23603782|3|22.3|Unit 5|Williamson Square|Liverpool|Merseyside|L1|Liverpool District|03330044444|www.matalan.co.uk|Matalan|||118 Information|2022-03-01
123119035|Hardys|01020034|334507|390385|1|38101110|osgb1000034933675|3|23603003|1|20.8|20-22|Mathew Street|Liverpool|Merseyside|L2 6RE|Liverpool District|01513787338|||||118 Information|2022-03-01
123120673|Just One|02110191|337194|387889|1|38222599|osgb1000002107376195|1|23600060|1|47.1|Flat 7 7|Aigburth Drive|Liverpool|Merseyside|L17 3AA|Liverpool District|01517287956|||||118 Information|2022-03-01
123120577|Print Tank|02140214|337297|386668|1|38088332|osgb1000035084066|3|23602653|1|16.9|86|Larkfield Road|Liverpool|Merseyside|L17 9PU|Liverpool District|01517278102|||||118 Information|2022-03-01
123122288|WH Smith Ltd|09480725|334961|390212|1||osgb1000034933668|4|23603704|2|36.3|Liverpool Central Railway Station|Ranelagh Street|Liverpool|Merseyside|L1|Liverpool District|01517093383|www.whsmith.co.uk|WH Smith|||118 Information|2022-03-01
123119147|Captivate Presentations Ltd|02140214|333888|390346|1|38060807|osgb1000034887075|3|23603973|3|35.7|10 Th Floor Royal Liver Building|Pier Head|Liverpool|Merseyside|L3 1HU|Liverpool District|01512038718|||||118 Information|2022-03-01
123118369|Sash-tag|05260323|334943|389335|1|38289583|osgb5000005100754871|1|23603958|2|21.2|54|St James Street|Liverpool|Merseyside|L1 0AB|Liverpool District|01519245867|www.sash-tag.com||||118 Information|2022-03-01
123130217|Starbucks Coffee Co UK Ltd|01020013|334386.4|389955.3|1|38274071|osgb1000002730063771|3|23611138|1|74|1|Thomas Steers Way|Liverpool|Merseyside|L1 8LW|Liverpool District|01517096700|www.starbucks.co.uk|Starbucks Coffee|||118 Information|2022-03-01
123131026|T G I Friday's|01020043|334510|390145.4|1|10091876302|osgb1000002733067844|7|23603464|1|31.2|14|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District|03448804362|www.tgifridays.co.uk|T G I Friday's|Restaurant Type|American Restaurant|118 Information|2022-03-01
123132270|F Chickza|01020018|336960|389237|1|38093258|osgb1000035030721|4|23602788|2|9|43|Lodge Lane|Liverpool|Merseyside|L8 0QE|Liverpool District|01517337733|||||118 Information|2022-03-01
123131168|Global Jujitsu Academy Within King Davids High School|05320395|340058.2|389170.7|1|38290866|osgb5000005101331812|3|23600975|1|61.4|116|Childwall Road|Liverpool|Merseyside|L15 6WU|Liverpool District|07769690276|www.globaljujitsu.com||||118 Information|2022-03-01
123132984|Carluccio's|01020043|334566|390448|1|38236701|osgb1000034932660|8|23604833|1|56.5|Unit 2 The Met Quarter 43|Whitechapel|Liverpool|Merseyside|L1 6DA|Liverpool District|01513059711|www.carluccios.com|Carluccio's|Restaurant Type|Italian Restaurant|118 Information|2022-03-01
123133089|We'll Do It|02100174|334828|389794|1|38234007|osgb1000002730035264|4|23602865|1|13.9|Apartment 17 17|Lydia Ann Street|Liverpool|Merseyside|L1 5BW|Liverpool District|01517078725|||||118 Information|2022-03-01
123135218|The Social Value UK|05320403|334222|390184|1|10091902013|osgb1000034933974|4|23601307|1|114.6|Graeme House|Derby Square|Liverpool|Merseyside|L2 7ZH|Liverpool District|01517039229|www.socialvalueuk.org||||118 Information|2022-03-01
123134626|Dapper|09460656|335165|389913|1|38019108|osgb1000034982665|5|23600577|1|20.5|116|Bold Street|Liverpool|Merseyside|L1 4JA|Liverpool District|01517099529|||||118 Information|2022-03-01
123129894|Chesters Great Tasting Chicken|01020018|338023|388774|1|38252659|osgb1000035150051|3|23604170|1|20.9|138|Smithdown Road|Liverpool|Merseyside|L15 3JR|Liverpool District|01517335881|www.chesters-greattastingchicken.co.uk|Chesters Great Tasting Chicken|||118 Information|2022-03-01
118133925|Walker & Hall Chartered Physiotherapist|05280345|335386|389782|1|38252647|osgb1000034982414|4|23603842|1|15.5|Cranbrook House 39|Rodney Street|Liverpool|Merseyside|L1 9EN|Liverpool District|01517099921|www.walkerandhall.co.uk||||118 Information|2022-03-01
118136801|London House International Ltd|02090146|334326|390577|1|38040386|osgb1000034933145|3|23601232|1|19.2|Trident House 31-33|Dale Street|Liverpool|Merseyside|L2 2HF|Liverpool District|01512291066|www.londonhouseinternational.com|London House International|||118 Information|2022-03-01
118134049|Home Bargains|09480701|334726.4|390052.3|1|38273233|osgb1000002733075359|6|23602159|1|39.7|42|Hanover Street|Liverpool|Merseyside|L1 4LN|Liverpool District|01517084911|www.tjmorris.co.uk|Home Bargains|||118 Information|2022-03-01
118136842|Mansury's News|09470699|336981|389024|1|38093296|osgb1000035030675|6|23602788|1|11.6|105|Lodge Lane|Liverpool|Merseyside|L8 0QF|Liverpool District|01517340526|||||118 Information|2022-03-01
118137408|K F C Ltd|01020018|334664|389249|1|38298364|osgb5000005109032450|2|23600671|3|18.7|Chaloner Street||Liverpool|Merseyside|L1 0AJ|Liverpool District|03457532532|www.kfc.co.uk|K F C|||118 Information|2022-03-01
123998915|Constructive Thinking Studio Ltd|02040063|335625|390107|1|38107635|osgb1000002107493437|13|23603200|1|33.5|Innovation Centre 131|Mount Pleasant|Liverpool|Merseyside|L3 5TF|Liverpool District|01517053433|www.constructivethinking.co.uk||||118 Information|2022-03-01
123996504|Owen Ellis Architects|02040063|334043.1|390768.4|1|10092023687|osgb1000034933195|5|23601538|1|26.4|Honeycomb|Edmund Street|Liverpool|Merseyside|L3 9NG|Liverpool District|01512271555|www.owenellis.co.uk||||118 Information|2022-03-01
124000199|T F L Education|05270325|340138.3|389008.5|1|38298718|osgb5000005112286788|2|23611220|1|39.9|14|Alice Close|Liverpool|Merseyside|L15 6WT|Liverpool District|01517229765|www.tfleducation.com||||118 Information|2022-03-01
123995898|Happy|01020018|338107|388685|1|38140336|osgb1000035150107|2|23604170|2|17.5|Smithdown Road||Liverpool|Merseyside|L15 3JR|Liverpool District|01513789522|||||118 Information|2022-03-01
123997886|T K Maxx Ltd|09460656|334757.2|390296.1|1|38033089|osgb1000034933846|5|23601006|1|38.2|53-57|Church Street|Liverpool|Merseyside|L1 1DE|Liverpool District|01517089919|www.tkmaxx.com|T K Maxx|||118 Information|2022-03-01
